;Index;id;name;city;min_salary;max_salary;company;days_from_publication;description;conditions;requirement;responsibility;key_skills;Тюмень;Челябинск;Казань;Екатеринбург;Другие города;experience_Более 6 лет;experience_Нет опыта;experience_От 1 года до 3 лет;experience_От 3 до 6 лет;schedule_Гибкий график;schedule_Полный день;schedule_Сменный график;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость;C#;Git;.NET Framework;SQL;ASP.NET;JavaScript;MS SQL;C++;MVC;ООП;Другие навыки
63;7;33764196;Программист С#;Екатеринбург;3;2;Сеть кинотеатров Премьер-Зал;0.0;"Сети кинотеатров Премьер зал нужен идейный и творческий разработчик.В нашей компании мы разрабатываем большие и интересные проекты.Мы ищем специалиста с опытом разработки C# Требования: - профильное образование: IT, техническое; - опыт разработки на C#; - умение писать SQL-запросы; - опыт работы с WPF, ASP.NET MVC, T-SQL, Entity Framework, Web API; - дополнительным плюсом будут знание и опыт работы с: jQuery, AngularJS, Android SDK или Xamarin; - готовность работать в режиме многозадачности. Обязанности: - разработка и поддержка Back-end и Front-end приложений под Windows и Microsoft Azure; - расширение перечня поддерживаемого торгового оборудования; - разработка Web-виджетов на сайт; - ведение документации Мы предлагаем вам:  официальное трудоустройство согласно ТК РФ; интересные задачи; дружный и молодой коллектив; работа на постоянной основе   ЗП 2 раза в месяц, без задержек, Вся белая  Если Вы настоящий программист, любите свое дело, интересуетесь новыми технологиями и ищете стабильное, постоянное место работы, то мы будем рады рассмотреть Ваше резюме.";;профильное образование: IT, техническое. - опыт разработки на C#. - умение писать SQL-запросы. - опыт работы с WPF, ASP.NET MVC, T-SQL...;разработка и поддержка Back-end и Front-end приложений под Windows и Microsoft Azure. - расширение перечня поддерживаемого торгового оборудования. - ;"C#;ASP.NET;WPF;SQL";0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;1
64;7;34109531;Программист-разработчик С#;Ростов-на-Дону;2;2;КонсультантПлюс-Ростов;0.0;"Задачи:  поддержка, доработка и развитие существующих БД; участие в разработке нового проекта (CRM-система);  От Вас ждём:  желание и умение работать в команде; умение работать с требованиями и оценивать предстоящие задачи; опыт работы программистом; знание языка программирования C#; знание ASP.NET Core, HTML желательно; библиотека WinForms; СУБД МS SQL (T-SQL).  Условия:  з/п от 60000 до 75000 руб., итоговый уровень зависит от Вашего профессионализма; официальное трудоустройство и белая зарплата;  удобное рабочее место;   здоровая рабочая атмосфера;   множество интересных и разнообразных задач;   комфортабельный офис, транспортная развязка во все районы города;   стабильность и уверенность в завтрашнем дне.  ";"  з/п от 60000 до 75000 руб., итоговый уровень зависит от Вашего профессионализма; официальное трудоустройство и белая зарплата;  удобное рабочее место;   здоровая рабочая атмосфера;   множество интересных и разнообразных задач;   комфортабельный офис, транспортная развязка во все районы города;   стабильность и уверенность в завтрашнем дне.  ";Умение работать с требованиями и оценивать предстоящие задачи. Опыт работы программистом. Знание языка программирования C#. Знание ASP.NET Core, HTML желательно. ;Поддержка, доработка и развитие существующих БД. Участие в разработке нового проекта (CRM-система).;"C#;Git;.NET Framework;SQL;ASP.NET";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
65;98;33576648;Программист .NET C#;Екатеринбург;2;2;Яблоко, торговая сеть;0.23333333333333334;Крупная торговая компания г. Екатеринбурга (в составе сеть продуктовых супермаркетов Яблоко и оптовая дистрибуция) в связи с расширением, приглашает на постоянную работу программиста.   Обязанности:  Сопровождение текущего ПО Разработка нового ПО Поддержка пользователей.  Требования:  Профильное высшее образование. Опыт работы с подобными задачами от 3 лет. Понимание ООП, осознание проблем многопоточного программирования, опыт командной разработки. Понимание чужого кода. Знание MS SQL, C# (Win Forms) Готовность к разработке архитектуры и кодированию сложной бизнес-логики. Умение работать самостоятельно.  Условия:  Работа в Центральном офисе: ул. Белинского, Сплоченный ИТ-отдел из 10 человек График работы: с 9.30 до 18.00  Заработная плата: 55 000 рублей (на испытательный срок), после 65 000 рублей. Рассматриваются ожидания кандидатов. Стабильность и уверенность в завтрашнем дне Официальное трудоустройство по ТК РФ и соц.пакет Вкусные обеды в корпоративной столовой Комфортный офис Профессиональный рост в рамках компании, интересные и новые задачи.     ;  Работа в Центральном офисе: ул. Белинского, Сплоченный ИТ-отдел из 10 человек График работы: с 9.30 до 18.00  Заработная плата: 55 000 рублей (на испытательный срок), после 65 000 рублей. Рассматриваются ожидания кандидатов. Стабильность и уверенность в завтрашнем дне Официальное трудоустройство по ТК РФ и соц.пакет Вкусные обеды в корпоративной столовой Комфортный офис Профессиональный рост в рамках компании, интересные и новые задачи.     ;Профильное высшее образование. Опыт работы с подобными задачами от 3 лет. Понимание ООП, осознание проблем многопоточного программирования, опыт командной разработки. ;Сопровождение текущего ПО. Разработка нового ПО. Поддержка пользователей.;"C#;Git;.NET Framework;SQL;ASP.NET";0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
66;45;33570939;Разработчик C#;Казань;1;2;Монро Арт;0.1;Обязанности:  Разработка и поддержка текущего проекта. Реализация новых задач и оптимизация кода. Оптимизация серверного решения и улучшение структур баз данных.  Требования:  Уверенное знание C# (.Net). Знание ООП, алгоритмов и структур данных. Знание основ СУБД SQL. Понимание архитектуры сетевого взаимодействия client-server.  Будет плюсом:  Опыт работы с Unity. Умение работать с Git.  В сопроводительном письме нужно указать почту на которую будет отправлено небольшое тестовое задание. Также плюсом будет если вы дополнительно расскажите почему вас заинтересовала данная вакансия. Молодой, сильный коллектив из дизайнеров, менеджеров, маркетологов, мастеров ждет тебя. Из преимуществ:  Бесплатное приобретение продукции компании (портреты на холсте, картины) Свой тренажерный зал в офисе Фрукты  Условия работы: график 5/2 с 9:00 до 18:00, приятный офис по адресу Габдуллы Тукая (площадь Вахитова).;;Уверенное знание C# (.Net). Знание ООП, алгоритмов и структур данных. Знание основ СУБД SQL. Понимание архитектуры сетевого взаимодействия client-server. ;Разработка и поддержка текущего проекта. Реализация новых задач и оптимизация кода. Оптимизация серверного решения и улучшение структур баз данных.;"C#;Git;ASP.NET;.NET Framework;SQL Server";0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;0;1;0;0;0;0;0;1
67;35;33166408;Junior C# разработчик;Новосибирск;1;2;FullStack;0.0;Компания занимается разработкой нескольких крупных веб проектов для западного рынка в области недвижимости, рекламы и управления контентом. Готовы рассмотреть программистов не имеющих опыта в разработке, но желающих развиваться в сфере веб технологий на платформе .NET. В таком случае обязательно присылайте ссылку на примеры вашего кода в GitHub. В компании качество кода ценится превыше всего, поэтому аккуратность, внимательность к деталям и перфекционизм будут оценены и могут компенсировать недостаток технических знаний на начальном этапе.   Требования:  Основные требования:  C# ООП   Желательно:  HTML Javascript   Не технические требования:  Английский на уровне чтения/понимания без словаря      Обязанности и задачи:  Разработка frontend/backend    Условия:  40 часовая рабочая неделя в офисе (гибкий график) Устройство по ТК Оплачиваемые занятия спортом Оплачиваемое питание Офис в центре города рядом с метро Использование всего спектра современных инструментов доступных для улучшения качества разработки: ReSharper, CI, юнит и интеграционное тестирование, Upsource (code review), GitHub, Slack ;  40 часовая рабочая неделя в офисе (гибкий график) Устройство по ТК Оплачиваемые занятия спортом Оплачиваемое питание Офис в центре города рядом с метро Использование всего спектра современных инструментов доступных для улучшения качества разработки: ReSharper, CI, юнит и интеграционное тестирование, Upsource (code review), GitHub, Slack ;Основные требования: C#. ООП. Желательно: HTML. Javascript. Не технические требования: Английский на уровне чтения/понимания без словаря.;Разработка frontend/backend.;"C#;Git;.NET Framework;SQL;ASP.NET";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
68;34;33850829;С/C++ программист;Челябинск;1;2;Максет Лайн;0.0;"Обязанности:  разработка системного программного обеспечения сборка программной платформы, включая ОС со всеми необходимыми модулями устранение ошибок и модификация разработанного программного обеспечения  Требования:  знание языка С/С++, библиотек, средств разработки, отладки встраиваемых приложений обладать опытом разработки приложений для встраиваемых систем  Желательно:  сборка программной платформы, включая ОС со всеми необходимыми модулями Знание средств групповой работы над проектами: svn,git. Знание протокола HTTP; TCP/IP, UDP, DHCP, ARP, ICMP,SIP, IGMP, GPON базовые знания  Условия: - оформление по ТК РФ - офис в центре города"; - оформление по ТК РФ - офис в центре города;"Обладать опытом разработки приложений для встраиваемых систем. Желательно: Знание средств групповой работы над проектами: svn,git. Знание протокола HTTP; TCP...";Разработка системного программного обеспечения. Сборка программной платформы, включая ОС со всеми необходимыми модулями. Устранение ошибок и модификация разработанного программного обеспечения. ;"Разработка ПО;C/C++";0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
69;75;33776222;Программист С/С++ микроконтроллеров TI (MSP430, CC1310, CC3220);Казань;2;1;ПромБудущее;1.0;Обязанности:   Программирование на С/С++   Развитие существующих и создание новых устройств телеметрии со сверхнизким энергопотреблением и малыми габаритами   Работа с чипами cc1310, cc3220, MSP430, SIM800 и др.   Требования:  Уверенное знание С/С++ Уверенное знание сетевых технологий (сокеты, http, SSL) Опыт работы с чипами TI (IDE: Code Composer Studio, OS: Posix и TI-RTOS) Понимание принципов работы РЭА Желательно: опыт работы с NFC, вендинговым оборудованием  Условия:  Возможна удаленная работа Неполная занятость ;  Возможна удаленная работа Неполная занятость ;Уверенное знание С/С++. Уверенное знание сетевых технологий (сокеты, http, SSL). Опыт работы с чипами TI (IDE: Code Composer Studio...;Программирование на С/С++. Развитие существующих и создание новых устройств телеметрии со сверхнизким энергопотреблением и малыми габаритами. Работа с чипами...;"Assembler;C/C++";0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
70;16;33547934;Младший разработчик / Junior Developer (C#);Новосибирск;1;4;Кадвайс-Н;0.0;Привет. Меня зовут Рудниченко Константин, я технический директор в компании Cadwise. Мы хотим активно расти и ищем людей в команду. Дальше я немного расскажу о том, что и как мы делаем, кого мы ищем. О компании Cadwise — компания, занимающаяся разработкой программных продуктов для решения задач проектирования в области промышленного и гражданского строительства. Нами разрабатываются программные комплексы, автоматизирующие проектирование сетей электроснабжения, охранных и пожарных систем, систем оповещения, водоснабжения и канализации, структурированных кабельных систем. Сложно? Да! Интересно? Очень! Наши продукты, занимают лидирующие позиции в своей области, позволяют проектным организациям автоматизировать выполнение множества повседневных задач и не тратить время на рутину. Пишем на C#, но есть код и на C++. Мы считаем, что разработчик должен тестировать свой код через unit-тесты. Используем Slack для чатов, собираем продукты с помощью TeamCity, а задачи ведем в YouTrack. Не любим бюрократию, неважно, сколько человек сидит за компьютером, важно сколько работы выполняет. О проекте Сейчас мы находимся практически на старте разработки нового поколения наших продуктов. Новый продукт должен объединить в себе возможность проектирования всех инженерных систем, дать возможность одновременной(параллельной) работы над одним и тем же объектом проектирования. Задачи разные: от разработки GUI до алгоритмов и архитектурных челленджей. Пара слов о стеке технологий:   C# .net framework, но мы работаем и думаем над тем, чтобы всё завелось под dotnet core   C++ для интеграции с CAD платформой   WPF   nUnit   CI на Teamcity   Mercurial(HG) для версионирования исходников   О команде Непосредственно над этим проектом сейчас работает 6 разработчиков и 1 тестировщик, все находятся в Новосибирске. Кроме того, мы в постоянном контакте с менеджерами продуктов, которые всегда на связи с нашими пользователями. Что ждем от кандидата  Понимание принципов OOP Профильное высшее образование Умение быстро включаться в работу команды, обучаться Способность самостоятельно искать решения возникающих задач Английский (свободное чтение технической документации) Будет плюсом:  Знание языков C#/C++ Опыт разработки Windows(WinForms, WPF) приложений Опыт работы с системами отслеживания ошибок Опыт работы с системами контроля версий Понимание принципов OOD, SOLID    Есть возможность совмещать с учебой.  ;;WPF. NUnit. Понимание принципов OOP. Профильное высшее образование. Умение быстро включаться в работу команды, обучаться. Способность самостоятельно искать решения возникающих...;Cadwise — компания, занимающаяся разработкой программных продуктов для решения задач проектирования в области промышленного и гражданского строительства. Нами разрабатываются программные комплексы...;"C#;Git;.NET Framework;SQL;ASP.NET";0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
71;27;34275062;Разработчик ASP.NET;Ростов-на-Дону;1;4;Айрон Вотер Студио;0.0;Компания Iron Water Studio проводит набор специалистов на вакансию разработчик ASP.NET.   Требования к соискателю:  Желание заниматься программированием, расти и развиваться в команде опытных разработчиков Знание языка программирования C# Знание основ ASP.NET MVC, ASP.NET WebApi Знание HTML, CSS, Javascript, jQuery Знание основ реляционных баз данных и SQL Знание английского языка на уровне чтения технической документации    Условия работы:  Работа в офисе с понедельника по пятницу в Бизнес Центре Ростовский  С 10:00 до 19:00 с часовым перерывом на обед  Профессиональный и карьерный рост под руководством опытных разработчиков  Интересные и разнообразные задачи на проектах из разных предметных областей  Проекты от средних до крупных с более 1 млн установок Участие в полном жизненном цикле проекта, от дизайна до публикации Достойная оплата труда Отпуск 31 календарный день Дружный и веселый коллектив  Пространство для отдыха, PlayStation, настольные игры  Чай, кофе за счет компании ;;Желание заниматься программированием, расти и развиваться в команде опытных разработчиков. Знание языка программирования C#. Знание основ ASP.NET MVC, ASP.NET WebApi. ;Участие в полном жизненном цикле проекта, от дизайна до публикации.;".NET Framework;C#;JavaScript;ASP.NET;HTML;SQL;CSS;jQuery";0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1;1;1;1;0;0;0;0;1
72;5;34008488;C/С++ developer junior (С/С++ младший разработчик);Самара;1;4;СМАСС;0.03333333333333333;"  Компания SmaSS Technologies Inc (Texas, USA) объявляет об открытии позиции C++ Developer в Самарском офисе компании. Основной продукт компании SmaSS - программно-аппаратная реализация Магазин без кассиров (аналог Amazon Go). Ориентация продукта - компании США и Европы.   Обязанности:  Разработка ПО под архитектуру arm64 и x86 Реализация и оптимизация алгоритмов на С/C++  Требования:  Высшее техническое образование Хорошее знание С/С++. stl, boost; Хорошее знание структур данных и алгоритмов; Опыт разработки под Linux: разработка и отладка приложений, установка программного окружения, возможность написания скриптов на bash; Практическое использование сmake, git; Самодисциплина; Знание английского языка достаточное для чтения и написания технической документации; Желание развиваться в новых областях знаний и изучать новые алгоритмы и подходы;  Условия:  Профессиональная команда; Стабильно развивающаяся кампания; Молодой, дружелюбный и веселый коллектив; Авто/вело парковка; Стабильная и своевременная заработная плата; Вам ни когда не будет с нами скучно. ";"  Профессиональная команда; Стабильно развивающаяся кампания; Молодой, дружелюбный и веселый коллектив; Авто/вело парковка; Стабильная и своевременная заработная плата; Вам ни когда не будет с нами скучно. ";Высшее техническое образование. Хорошее знание С/С++. stl, boost. Хорошее знание структур данных и алгоритмов. Опыт разработки под Linux: разработка...;Разработка ПО под архитектуру arm64 и x86. Реализация и оптимизация алгоритмов на С/C++.;"C/C++;Linux";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
73;46;33888111;Программист С++/Qt;Санкт-Петербург;2;4;СМ КОНТАКТ Восточная Европа;0.06666666666666667;Обязанности: Нужен специалист по Qt для доработки и поддержки проекта по управлению промышленным оборудованием (станком) с мини компьютера Odroid (Linux), через плату расширения (UART) с собственным МК. Документации не много, но есть живые и доступные разработчики. Оборудование уже рабочее, но нужны доработки по интерфейсу и логике. На текущий момент объем, оценочно, 1 неделя на разобраться и примерно 2 недели кодинга и дебага. Далее мы собираем тикеты на Gitlab/Bitbucket и дорабатываем пакетно, примерно раз в месяц. Также нужно будет создать и наполнить Wiki собрав в кучу всю документацию. Требования: - Нам нужен человек, который сможет посмотреть и отладить вживую. - Опыт разработки на Qt, желательно под одноплатные компьютеры. - Умение собирать библиотеки из исходников будет преимуществом. Так как некоторые решения требуют спец. сборок - Готовность и возможность осуществлять поддержку проекта в течении года- двух на периодической основе, после реализации основной части. - Умение работать с git и документировать изменения Условия: Работа проектная, обсуждаем стоимость после демонстрации оборудования. Присутствие в офисе в момент кодинга не обязательно, но важно участвовать в отладочных запусках лично, для оперативных исправлений. Можно будет собрать демостенд и часть отладки проводить в домашних условиях, компоненты предоставим. Требований к опыту и статусу нет, оцениваем по умениям.  ; Работа проектная, обсуждаем стоимость после демонстрации оборудования. Присутствие в офисе в момент кодинга не обязательно, но важно участвовать в отладочных запусках лично, для оперативных исправлений. Можно будет собрать демостенд и часть отладки проводить в домашних условиях, компоненты предоставим. Требований к опыту и статусу нет, оцениваем по умениям.  ;Опыт разработки на Qt, желательно под одноплатные компьютеры. - Умение собирать библиотеки из исходников будет преимуществом. Так как некоторые решения требуют...;Документации не много, но есть живые и доступные разработчики. Оборудование уже рабочее, но нужны доработки по интерфейсу и логике. ;"Git;Linux;Qt;C++;1С-Рарус";0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1
74;77;32718555;Программист C#;Санкт-Петербург;2;4;Компания Инфоcтрой;0.03333333333333333;Обязанности:  Разработка, сопровождение и реинжиниринг программного обеспечения Компании.  Требования:  Минимальные навыки:  понимание и практическое владение методологией объектно-ориентированного программирования. знание С# или Delphi умение разбираться в чужом коде   Приветствуется:  опыт работы в команде знание MS SQL Server опыт разработки приложений баз данных знание и опыт использования СОМ-технологии опыт использования DevExpress, знакомство с InstallShield, FastReport опыт разработки многопоточных приложений опыт использования nUnit    Мы предлагаем:  Дружный молодой коллектив. Интересные и сложные задачи. Отсутствие бюрократии. Оформление по ТК РФ Зарплата: оклад + бонус по итогам работы компании за квартал Испытательный срок 3 мес. ;  Дружный молодой коллектив. Интересные и сложные задачи. Отсутствие бюрократии. Оформление по ТК РФ Зарплата: оклад + бонус по итогам работы компании за квартал Испытательный срок 3 мес. ;Минимальные навыки: Понимание и практическое владение методологией объектно-ориентированного программирования. Знание С# или Delphi. Умение разбираться в чужом коде. ;Разработка, сопровождение и реинжиниринг программного обеспечения Компании.;"C#;Git;.NET Framework;SQL;ASP.NET";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
75;64;33880687;Начинающий программист C# .Net;Ростов-на-Дону;2;4;SimpleCode;0.36666666666666664;Компании ООО Симпл Код на постоянную работу требуется начинающий программист без опыта или с небольшим опытом. Мы занимаемся разработкой ПО для иностранных компаний. Требования:  Знание языка программирования C# и .NET framework (Common Type System, Linq, Threading, TPL, async/await, Code Contracts). Знание структур данных, Умение реализовывать алгоритмы, Понимание веб-технологий и реляционных баз данных, Технический английский (письменно), Диплом о высшем образовании  Условия:  белая заработная плата, оформление по ТК комфортный офис в центре города современные рабочие места с двумя мониторами и удобными креслами приятный ненавязчивый коллектив адекватный менеджмент вкусная столовая  Предпочтение отдаём талантливым, инициативным, амбициозным соискателям. Со своей стороны гарантируем помощь в освоении проектов и технологий разработки, профессиональный рост, хорошую заработную оплату и её регулярное увеличение в зависимости от личных успехов и успехов всей фирмы в целом. В своём резюме указывайте как можно больше информации о ваших профессиональных знаниях, навыках, изученных книгах, материалах, курсах, участии в профильных олимпиадах, конкурсах, некоммерческих или личных проектах. Работать у нас - значит работать с нами.  ;  белая заработная плата, оформление по ТК комфортный офис в центре города современные рабочие места с двумя мониторами и удобными креслами приятный ненавязчивый коллектив адекватный менеджмент вкусная столовая  Предпочтение отдаём талантливым, инициативным, амбициозным соискателям. Со своей стороны гарантируем помощь в освоении проектов и технологий разработки, профессиональный рост, хорошую заработную оплату и её регулярное увеличение в зависимости от личных успехов и успехов всей фирмы в целом. В своём резюме указывайте как можно больше информации о ваших профессиональных знаниях, навыках, изученных книгах, материалах, курсах, участии в профильных олимпиадах, конкурсах, некоммерческих или личных проектах. Работать у нас - значит работать с нами.  ;Знание языка программирования C# и .NET framework (Common Type System, Linq, Threading, TPL, async/await, Code Contracts). Знание структур данных. ;;"C#;LINQ;Entity Framework;.NET Framework;SQL;Visual Studio C#";0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1
76;11;33941467;Программист-разработчик C#;Челябинск;2;2;ПРОМАТИС;0.03333333333333333;"Компания ПРОМАТИС увеличивает объем предоставляемых услуг в области автоматизации промышленных предприятий и производств и , в связи с этим, примет в свою команду увлеченного инженера-программиста/ разработчика. Мы предлагаем интересные задачи, сплоченный коллектив, комфортабельные условия, офис в центре города. Дополнительные бонусы по результатам работ. Обязанности :  Разработка ПО для автоматизации промышленных предприятий  В работе вам потребуется:  Уверенные знания С#; NetFramework и SQL; Практический опыт коммерческой разработки; Знание шаблонов проектирования.  Помимо этого, несомненным плюсом будут:  - Опыт работы c NHibernate, WCF, MS SQL, Oracle. Требования:  Высшее образование Опыт работы в качестве разработчика на C# от 1 года.  Условия:  полный рабочий день; график работы 5/2; оформление согласно ТК РФ; дружный, сплоченный коллектив; адекватное руководство; интересные задачи; уровень зарплаты: индивидуально, в соответствии с уровнем квалификации; отдельная оснащенная кухонная зона;   ";"  полный рабочий день; график работы 5/2; оформление согласно ТК РФ; дружный, сплоченный коллектив; адекватное руководство; интересные задачи; уровень зарплаты: индивидуально, в соответствии с уровнем квалификации; отдельная оснащенная кухонная зона;   ";NetFramework и SQL. Практический опыт коммерческой разработки. Знание шаблонов проектирования. Высшее образование. Опыт работы в качестве разработчика на C# от...;Разработка ПО для автоматизации промышленных предприятий.;"C#;MS SQL;WCF;.NET Framework";0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;1
77;64;34225303;Программист С#;Новосибирск;2;4;ЭлектроКомплектСервис;0.1;"Задачи:  разработка и поддержка бизнес-приложений Корпоративной учетной системы рефакторинг кода разработка функциональных расширений и интеграционных механизмов системы Поддержка пользователей  От Вас:  образование высшее опыт работы на проектах с распределенными данными хорошее знание СУБД MS SQL Server 2008 и выше (навыки построения (оптимальных запросов на большом объеме данных) хорошее владение средой разработки Microsoft Visual Studio 2010/2012, хорошее знание .NET языки программирования - C#.NET, ASP.NET знание ООП (объектно-ориентированного программирования) общительность и доброжелательность, обучаемость, системное мышление, нацеленность на положительный результат.  Условия:  оформление по ТК РФ; полный соц. пакет; 5-дневная рабочая неделя; з/плата = оклад + премия; обучение; возможность профессионального развития; развитая корпоративная культура. дружный коллектив  График работы:пятидневка с 08:30 до 17:30 (выходной суббота, воскресенье)  ";"  оформление по ТК РФ; полный соц. пакет; 5-дневная рабочая неделя; з/плата = оклад + премия; обучение; возможность профессионального развития; развитая корпоративная культура. дружный коллектив  График работы:пятидневка с 08:30 до 17:30 (выходной суббота, воскресенье)  ";Образование высшее. Опыт работы на проектах с распределенными данными. Хорошее знание СУБД MS SQL Server 2008 и выше (навыки построения...;Разработка и поддержка бизнес-приложений Корпоративной учетной системы. Рефакторинг кода. Разработка функциональных расширений и интеграционных механизмов системы. Поддержка пользователей.;"C#;Git;.NET Framework;SQL;ASP.NET";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
78;62;34075770;Инженер-программист C/C++ STM;Казань;2;4;КСМ-Интех;0.36666666666666664;"Компания «КСМ-Интех» – один из лидеров в области разработки и внедрения систем навигации и систем автоматизации процессов приглашает к сотрудничеству Инженера-программиста микроконтроллеров (STM).   Обязанности:  Разработка ПО на языках C/C++ для микроконтроллеров STM32; Поддержка/доработка/оптимизация старого кода и разработка нового; Работа с системой контроля версий (git) Наладка и тестирование разработанных устройств; Участие в пусконаладке готовой продукции в серию, возможны командировки; Разработка сопроводительной документации;    Требования:  Техническое профильное образование; Уверенное знание C/C++; Наличие реализованных проектов; Знание архитектуры микроконтроллеров STM32 и специализированных сред разработки для этих семейств микроконтроллеров. Знание основных интерфейсов и протоколов передачи данных микроконтроллеров (SPI, I2C, UART, CAN, RS-485 и т.д.); Знание основ цифровой и аналоговой схемотехники, умение пользоваться приборами для отладки; Знание основ работы с САПР (Altium Designer/ P-CAD); Знание английского языка на уровне чтения технической документации; Умение работать самостоятельно и в команде.    Приветствуется:  Опыт работы с МК других семейств; Опыт работы в P-CAD/Altium Designer; Знание основ цифровой обработки сигналов; Знание методов управления и контроля (ПИД регуляторы); Опыт работы с GPS, GLONASS, GSM, TCP/IP Опыт программирования для ПК;    Условия:  Участие в крупных уникальных проектах, решение интересных задач. Достойная заработная плата. Конкретный размер определяется на основании собеседования. Работающая система премий и бонусов для сотрудников. Работа в стабильной развивающейся компании; Трудоустройство и соц.пакет согласно ТК РФ; График 5/2 с 9:00 до 18:00; Удобное рабочее место, опытный технический состав персонала;    PS! Просьба предварительно отправлять резюме с указанием конкретных реализованных проектов.  ";"  Участие в крупных уникальных проектах, решение интересных задач. Достойная заработная плата. Конкретный размер определяется на основании собеседования. Работающая система премий и бонусов для сотрудников. Работа в стабильной развивающейся компании; Трудоустройство и соц.пакет согласно ТК РФ; График 5/2 с 9:00 до 18:00; Удобное рабочее место, опытный технический состав персонала;    PS! Просьба предварительно отправлять резюме с указанием конкретных реализованных проектов.  ";Техническое профильное образование. Уверенное знание C/C++. Наличие реализованных проектов. Знание архитектуры микроконтроллеров STM32 и специализированных сред разработки для...;Разработка ПО на языках C/C++ для микроконтроллеров STM32. Поддержка/доработка/оптимизация старого кода и разработка нового. ;"Git;P-CAD;C++;Схемотехника электронного оборудования;STM;ATMEL;Электронщик";0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1
